ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season,Crop_status
1,2542,Feed,silt,3,15,39,0,3,0
2,2542,Feed,silt,3,30,,0,3,0
,,,,,,,,,
1,2687,Feed,clay,3,5,58,0,2,0
2,2688,Feed,clay,3,15,50,0,1,0
,,,,,,,,,
,,,,,,,,,
1,2688,Feed,silt,3,10,57,0,1,0
2,2688,Feed,silt,3,15,49,0,2,0
3,2840,Feed,silt,3,40,49,0,2,0
4,2999,Feed,clay,3,20,35,0,1,0
,,,,,,,,,
1,2999,Feed,silt,3,40,55,0,1,0
2,3164,Feed,silt,3,10,47,0,1,0
3,3164,Feed,silt,3,10,57,0,1,0
4,3164,Feed,silt,3,20,55,0,1,0
5,3165,Feed,silt,3,20,57,0,1,2
6,3337,Feed,clay,3,10,54,0,2,0
7,3337,Feed,clay,3,20,59,0,3,0
8,3337,Feed,silt,3,15,63,0,2,0
9,3337,Feed,silt,3,25,46,0,3,0
10,3337,Feed,silt,3,40,,0,2,0
11,3516,Feed,clay,3,15,59,0,2,0
12,3516,Feed,silt,3,10,61,0,3,0
13,3702,Feed,clay,3,20,57,0,2,0
14,3895,Feed,clay,3,5,53,0,3,0
15,3896,Feed,silt,3,20,39,0,1,0
16,3895,Feed,silt,3,20,45,0,2,0
,,,,,,,,,
,,,,,,,,,
1,169,Food,clay,2,30,,1,2,0
2,232,Food,clay,2,20,,9,2,0
3,256,Food,clay,2,20,14,0,2,0
4,312,Food,clay,2,35,26,1,2,0
5,311,Food,clay,2,60,20,4,1,0
6,342,Food,clay,2,5,24,0,2,0
7,342,Food,clay,2,10,12,13,2,0
8,342,Food,clay,2,10,26,3,2,0
9,342,Food,clay,2,20,,3,2,0
10,375,Food,clay,2,15,25,1,1,0
11,375,Food,clay,2,20,10,14,2,0
12,375,Food,clay,2,25,23,6,1,0
13,375,Food,clay,2,25,24,3,1,0
14,375,Food,clay,2,30,24,0,2,0
15,375,Food,clay,2,30,26,2,2,0
16,375,Food,clay,2,40,14,12,2,0
17,375,Food,clay,2,40,20,3,3,0
18,410,Food,clay,2,5,10,15,2,0
19,411,Food,clay,2,10,15,13,2,0
20,411,Food,clay,2,10,30,0,1,0
21,411,Food,clay,2,20,15,9,2,0
22,410,Food,clay,2,20,18,10,3,0
23,411,Food,clay,2,25,14,10,2,0
24,410,Food,clay,2,35,11,14,2,0
25,411,Food,clay,2,50,25,4,3,0
26,448,Food,clay,2,5,23,8,1,0
27,448,Food,clay,2,10,5,10,1,0
28,448,Food,clay,2,15,21,11,2,0
29,448,Food,clay,2,15,22,9,2,0
30,448,Food,clay,2,15,28,1,1,0
31,448,Food,clay,2,20,10,11,3,0
32,448,Food,clay,2,20,15,1,3,0
33,448,Food,clay,2,20,21,14,1,0
34,448,Food,clay,2,20,31,1,1,0
35,448,Food,clay,2,30,10,13,1,0
36,448,Food,clay,2,30,,14,2,0
37,448,Food,clay,2,30,32,0,1,0
38,448,Food,clay,2,40,14,11,1,0
39,448,Food,clay,2,40,19,11,3,0
40,448,Food,clay,2,60,20,7,3,0
41,448,Food,clay,2,60,20,12,2,0
,,,,,,,,,
1,488,Food,clay,2,10,15,9,2,0
2,488,Food,clay,2,10,20,14,1,0
3,488,Food,clay,2,15,20,7,3,0
4,488,Food,clay,2,20,26,5,2,0
5,488,Food,clay,2,20,27,4,2,0
6,488,Food,clay,2,20,31,2,1,0
7,488,Food,clay,2,25,18,9,1,0
8,489,Food,clay,2,25,27,2,1,0
9,488,Food,clay,2,30,11,14,2,0
10,488,Food,clay,2,30,26,6,2,0
11,489,Food,clay,2,40,16,3,2,0
12,488,Food,clay,2,40,17,12,2,0
13,488,Food,clay,2,40,22,12,3,0
,,,,,,,,,
1,531,Food,clay,2,5,30,5,1,0
2,531,Food,clay,2,15,25,13,3,0
3,531,Food,clay,2,20,16,14,3,0
4,531,Food,clay,2,20,,12,1,0
5,531,Food,clay,2,20,24,12,1,0
6,531,Food,clay,2,20,25,7,2,0
7,531,Food,clay,2,30,13,0,2,0
8,531,Food,clay,2,40,16,18,2,0
9,531,Food,clay,2,40,25,1,2,0
10,577,Food,clay,2,5,17,11,3,0
11,577,Food,clay,2,10,16,4,3,0
12,577,Food,clay,2,10,18,10,1,0
13,577,Food,clay,2,10,30,2,2,0
14,577,Food,clay,2,15,23,12,2,0
15,577,Food,clay,2,20,,17,1,0
16,577,Food,clay,2,20,17,16,3,0
17,577,Food,clay,2,20,21,9,2,0
18,577,Food,clay,2,20,,2,2,0
19,577,Food,clay,2,20,33,1,2,0
20,577,Food,clay,2,25,26,5,3,0
21,577,Food,clay,2,25,26,6,1,0
22,577,Food,clay,2,30,21,17,2,0
23,577,Food,clay,2,30,26,1,2,0
24,577,Food,clay,2,40,21,5,3,0
25,577,Food,clay,2,40,,7,1,0
26,577,Food,clay,2,40,31,5,1,0
27,577,Food,clay,2,40,,2,2,0
28,577,Food,clay,2,50,23,10,1,0
29,577,Food,clay,2,60,22,12,3,0
30,577,Food,clay,2,60,,2,1,0
31,626,Food,clay,2,5,27,3,3,0
32,626,Food,clay,2,15,17,15,1,0
33,625,Food,clay,2,20,20,10,2,0
34,625,Food,clay,2,20,33,1,2,0
35,625,Food,clay,2,25,12,12,2,0
36,625,Food,clay,2,30,11,20,2,0
37,625,Food,clay,2,30,,15,3,0
38,625,Food,clay,2,30,26,9,2,0
39,625,Food,clay,2,30,38,0,2,0
40,625,Food,clay,2,40,,12,2,0
41,626,Food,clay,2,40,23,12,3,0
42,625,Food,clay,2,40,31,11,1,0
43,625,Food,clay,2,50,29,1,2,0
44,625,Food,clay,2,60,,10,3,0
45,625,Food,clay,2,80,20,10,1,0
46,677,Food,clay,2,10,21,16,2,0
47,677,Food,clay,2,10,22,9,2,0
48,677,Food,clay,2,15,15,18,1,0
49,677,Food,clay,2,15,25,6,2,0
50,677,Food,clay,2,25,29,4,3,0
51,677,Food,clay,2,30,20,21,3,0
52,677,Food,clay,2,30,25,5,3,0
53,677,Food,clay,2,30,,8,2,0
54,677,Food,clay,2,30,26,11,2,0
55,677,Food,clay,2,30,,7,1,0
56,677,Food,clay,2,40,13,21,1,0
57,677,Food,clay,2,60,17,19,2,2
58,731,Food,clay,2,10,5,13,2,0
59,732,Food,clay,2,10,14,11,2,0
60,732,Food,clay,2,10,26,14,2,0
61,732,Food,clay,2,15,22,14,1,0
62,731,Food,clay,2,20,15,22,2,0
63,732,Food,clay,2,20,16,21,3,0
64,731,Food,clay,2,20,20,15,2,0
65,731,Food,clay,2,20,20,20,2,0
66,732,Food,clay,2,20,24,6,1,0
67,732,Food,clay,2,20,25,5,2,0
68,731,Food,clay,2,20,31,3,2,0
69,732,Food,clay,2,25,15,21,1,0
70,731,Food,clay,2,25,,15,2,0
71,732,Food,clay,2,30,11,9,2,0
72,731,Food,clay,2,30,20,14,2,0
73,731,Food,clay,2,40,37,0,1,0
,,,,,,,,,
1,790,Food,clay,2,5,25,3,3,0
2,789,Food,clay,2,10,10,22,3,0
3,790,Food,clay,2,10,22,15,2,0
4,789,Food,clay,2,10,26,9,1,0
5,790,Food,clay,2,15,12,22,2,0
6,789,Food,clay,2,15,,13,1,0
7,789,Food,clay,2,20,29,9,3,0
8,790,Food,clay,2,25,24,13,2,0
9,789,Food,clay,2,25,27,14,3,0
10,789,Food,clay,2,30,18,18,1,0
11,789,Food,clay,2,30,30,11,2,0
12,789,Food,clay,2,30,38,6,2,0
13,789,Food,clay,2,40,11,17,2,0
14,789,Food,clay,2,40,24,15,1,0
15,790,Food,clay,2,40,31,8,3,0
16,790,Food,clay,2,40,32,6,3,0
17,789,Food,clay,2,60,15,22,1,0
18,789,Food,clay,2,60,25,11,3,0
19,790,Food,clay,2,80,31,4,1,0
20,789,Food,clay,2,90,14,19,1,0
21,850,Food,clay,2,20,16,9,2,0
22,851,Food,clay,2,30,22,17,2,0
23,850,Food,clay,2,10,18,24,3,0
24,851,Food,clay,2,10,30,10,2,0
25,850,Food,clay,2,20,24,5,1,0
26,850,Food,clay,2,20,33,2,1,0
27,851,Food,clay,2,20,36,4,2,0
28,851,Food,clay,2,30,31,9,2,0
29,851,Food,clay,2,30,36,1,1,0
30,851,Food,clay,2,40,22,18,2,0
31,851,Food,clay,2,40,30,8,2,0
32,851,Food,clay,2,40,38,6,2,0
33,851,Food,clay,2,45,39,2,2,0
34,851,Food,clay,2,50,16,22,2,0
,,,,,,,,,
,,,,,,,,,
1,916,Food,clay,2,5,30,10,2,0
2,916,Food,clay,2,10,34,1,1,0
3,916,Food,clay,2,10,37,0,3,0
4,916,Food,clay,2,15,18,19,2,0
5,915,Food,clay,2,15,,0,3,0
6,915,Food,clay,2,20,12,21,1,0
7,915,Food,clay,2,20,14,23,1,0
8,915,Food,clay,2,20,25,17,2,0
9,916,Food,clay,2,30,25,1,3,0
10,915,Food,clay,2,30,25,14,3,0
11,915,Food,clay,2,30,26,14,2,0
12,915,Food,clay,2,30,39,2,1,0
13,916,Food,clay,2,40,30,5,2,0
14,915,Food,clay,2,40,37,4,2,0
15,916,Food,clay,2,40,41,3,3,0
16,915,Food,clay,2,50,20,21,3,0
17,915,Food,clay,2,50,25,0,3,0
18,916,Food,clay,2,50,31,5,1,0
19,915,Food,clay,2,60,30,7,2,0
,,,,,,,,,
1,984,Food,clay,2,10,15,22,2,0
2,984,Food,clay,2,15,24,7,1,0
3,984,Food,clay,2,20,14,24,2,0
4,984,Food,clay,2,20,20,7,2,0
5,984,Food,clay,2,20,20,22,3,0
6,984,Food,clay,2,20,22,6,2,0
7,984,Food,clay,2,20,,2,2,0
8,984,Food,clay,2,20,38,3,3,0
9,984,Food,clay,2,25,38,2,2,0
10,984,Food,clay,2,30,35,1,1,0
11,984,Food,clay,2,40,15,17,1,0
12,984,Food,clay,2,40,20,15,3,0
13,984,Food,clay,2,40,25,15,1,0
14,984,Food,clay,2,50,34,6,3,0
15,984,Food,clay,2,50,36,2,1,0
16,984,Food,clay,2,60,,19,1,0
17,984,Food,clay,2,60,33,8,2,0
18,984,Food,clay,2,70,26,12,2,0
19,984,Food,clay,2,80,22,21,1,0
,,,,,,,,,
1,1056,Food,clay,2,10,15,3,3,0
2,1056,Food,clay,2,10,16,23,2,0
3,1056,Food,clay,2,10,30,7,2,0
4,1056,Food,clay,2,15,14,22,2,0
5,1056,Food,clay,2,15,19,22,3,0
6,1056,Food,clay,2,15,20,19,2,0
7,1056,Food,clay,2,20,9,15,1,0
8,1056,Food,clay,2,20,18,23,1,0
9,1056,Food,clay,2,20,19,18,1,0
10,1056,Food,clay,2,20,20,7,2,0
11,1056,Food,clay,2,20,22,8,1,0
12,1056,Food,clay,2,20,27,9,2,0
13,1056,Food,clay,2,20,29,20,2,0
14,1056,Food,clay,2,20,31,13,1,0
15,1056,Food,clay,2,20,32,17,2,0
16,1056,Food,clay,2,20,34,7,2,0
17,1056,Food,clay,2,20,39,0,2,0
18,1056,Food,clay,2,25,10,27,2,0
19,1056,Food,clay,2,25,,14,2,0
20,1056,Food,clay,2,35,14,25,2,0
21,1056,Food,clay,2,35,24,17,1,0
22,1056,Food,clay,2,35,29,8,1,0
23,1056,Food,clay,2,40,20,20,2,0
24,1056,Food,clay,2,40,,15,2,0
25,1056,Food,clay,2,40,34,6,1,0
26,1056,Food,clay,2,50,18,22,1,0
27,1056,Food,clay,2,50,25,20,1,0
28,1056,Food,clay,2,60,,0,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1056,Food,clay,2,40,,2,1,2
2,1132,Food,clay,2,40,,15,2,0
3,1132,Food,clay,2,10,22,20,2,0
4,1132,Food,clay,2,10,35,11,3,0
5,1132,Food,clay,2,15,20,17,3,0
6,1132,Food,clay,2,15,28,5,3,0
7,1132,Food,clay,2,15,,18,2,0
8,1132,Food,clay,2,20,11,27,1,0
9,1132,Food,clay,2,20,16,23,2,0
10,1132,Food,clay,2,20,18,25,3,0
11,1132,Food,clay,2,20,23,20,3,0
12,1132,Food,clay,2,20,25,12,2,0
13,1132,Food,clay,2,20,25,18,2,0
14,1132,Food,clay,2,20,28,13,1,0
15,1132,Food,clay,2,20,29,16,1,0
16,1132,Food,clay,2,20,29,17,1,0
17,1132,Food,clay,2,20,32,6,1,0
18,1132,Food,clay,2,20,39,4,3,0
19,1132,Food,clay,2,20,40,8,3,0
20,1132,Food,clay,2,20,41,3,3,0
21,1132,Food,clay,2,25,21,19,2,0
22,1132,Food,clay,2,25,28,14,2,0
23,1132,Food,clay,2,25,45,2,2,0
24,1132,Food,clay,2,30,17,23,1,0
25,1132,Food,clay,2,30,18,20,1,0
26,1132,Food,clay,2,30,27,10,2,0
27,1132,Food,clay,2,40,25,8,1,0
28,1132,Food,clay,2,40,33,8,2,0
29,1132,Food,clay,2,40,37,6,2,0
30,1132,Food,clay,2,40,,1,2,0
31,1132,Food,clay,2,40,38,2,3,0
32,1132,Food,clay,2,45,30,13,1,0
33,1132,Food,clay,2,50,23,14,3,0
34,1132,Food,clay,2,60,23,14,1,0
35,1132,Food,clay,2,80,20,20,2,0
,,,,,,,,,
1,1132,Food,clay,2,30,,9,2,2
2,1212,Food,clay,2,5,13,19,2,0
3,1212,Food,clay,2,5,18,15,2,0
4,1212,Food,clay,2,5,20,20,1,0
5,1212,Food,clay,2,5,23,14,3,0
6,1212,Food,clay,2,10,,12,3,0
7,1212,Food,clay,2,10,43,1,1,0
8,1212,Food,clay,2,15,22,20,2,0
9,1212,Food,clay,2,15,36,5,1,0
10,1212,Food,clay,2,20,,19,3,0
11,1212,Food,clay,2,20,31,17,2,0
12,1212,Food,clay,2,25,30,11,1,0
13,1212,Food,clay,2,30,,27,2,0
14,1212,Food,clay,2,30,38,2,2,0
15,1212,Food,clay,2,35,26,14,2,0
16,1212,Food,clay,2,40,28,15,2,0
17,1212,Food,clay,2,60,16,22,1,0
18,1212,Food,clay,2,60,,6,2,0
19,1212,Food,clay,2,80,26,14,2,0
,,,,,,,,,
,,,,,,,,,
1,1296,Food,clay,2,20,20,23,2,0
2,1297,Food,clay,2,5,36,13,3,0
3,1297,Food,clay,2,5,38,5,2,0
4,1297,Food,clay,2,10,30,15,2,0
5,1296,Food,clay,2,10,48,2,2,0
6,1296,Food,clay,2,15,25,20,2,0
7,1296,Food,clay,2,15,35,2,2,0
8,1297,Food,clay,2,20,20,28,2,0
9,1296,Food,clay,2,20,30,9,2,0
10,1296,Food,clay,2,20,31,12,2,0
11,1297,Food,clay,2,20,50,2,3,0
12,1297,Food,clay,2,30,22,21,2,0
13,1296,Food,clay,2,30,34,10,2,0
14,1297,Food,clay,2,40,34,5,1,0
15,1297,Food,clay,2,50,40,7,2,0
16,1297,Food,clay,2,60,20,20,2,0
17,1296,Food,clay,2,80,41,4,2,0
,,,,,,,,,
,,,,,,,,,
1,1385,Food,clay,2,5,,10,1,0
2,1385,Food,clay,2,10,24,22,2,0
3,1385,Food,clay,2,10,40,0,2,0
4,1385,Food,clay,2,15,14,26,2,0
5,1385,Food,clay,2,15,20,23,2,0
6,1385,Food,clay,2,15,30,21,2,0
7,1385,Food,clay,2,15,33,13,1,0
8,1385,Food,clay,2,15,37,2,1,0
9,1385,Food,clay,2,20,15,6,3,0
10,1385,Food,clay,2,20,16,29,1,0
11,1385,Food,clay,2,20,23,20,2,0
12,1385,Food,clay,2,20,24,16,1,0
13,1385,Food,clay,2,20,26,19,2,0
14,1385,Food,clay,2,20,30,13,2,0
15,1385,Food,clay,2,20,31,15,1,0
16,1385,Food,clay,2,20,37,8,2,0
17,1385,Food,clay,2,25,12,29,2,0
18,1385,Food,clay,2,25,24,21,2,0
19,1385,Food,clay,2,30,,13,2,0
20,1385,Food,clay,2,40,26,13,2,0
21,1385,Food,clay,2,40,28,8,1,0
22,1385,Food,clay,2,40,29,16,2,0
23,1385,Food,clay,2,40,,13,1,0
24,1385,Food,clay,2,50,15,21,1,0
25,1385,Food,clay,2,50,27,1,1,0
26,1385,Food,clay,2,60,38,10,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1478,Food,clay,2,5,15,12,2,0
2,1478,Food,clay,2,10,14,30,3,0
3,1478,Food,clay,2,10,28,22,1,0
4,1478,Food,clay,2,10,34,12,2,0
5,1478,Food,clay,2,15,30,15,2,0
6,1478,Food,clay,2,20,8,29,3,0
7,1478,Food,clay,2,20,17,23,1,0
8,1478,Food,clay,2,20,18,25,3,0
9,1478,Food,clay,2,20,41,7,2,0
10,1478,Food,clay,2,20,,4,3,0
11,1478,Food,clay,2,25,29,11,2,0
12,1478,Food,clay,2,30,33,4,2,0
13,1478,Food,clay,2,30,39,9,2,0
14,1478,Food,clay,2,40,31,12,1,0
15,1478,Food,clay,2,45,30,15,2,0
,,,,,,,,,
1,1478,Food,clay,2,30,,4,2,2
2,1575,Food,clay,2,10,,31,2,0
3,1576,Food,clay,2,10,21,27,1,0
4,1575,Food,clay,2,15,16,33,1,0
5,1576,Food,clay,2,15,28,15,2,0
6,1575,Food,clay,2,15,37,14,2,0
7,1575,Food,clay,2,20,33,8,1,0
8,1576,Food,clay,2,20,40,7,2,0
9,1575,Food,clay,2,25,39,8,2,0
10,1575,Food,clay,2,30,29,10,1,0
11,1575,Food,clay,2,40,10,32,3,0
12,1575,Food,clay,2,40,33,18,3,0
13,1576,Food,clay,2,40,37,10,2,0
14,1576,Food,clay,2,40,,3,2,0
15,1575,Food,clay,2,60,23,20,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1678,Food,clay,2,20,13,28,2,0
2,1678,Food,clay,2,20,,12,2,0
3,1678,Food,clay,2,20,28,21,2,0
4,1678,Food,clay,2,20,28,24,1,0
5,1678,Food,clay,2,20,29,21,2,0
6,1678,Food,clay,2,20,34,15,1,0
7,1678,Food,clay,2,30,,1,2,0
8,1678,Food,clay,2,40,20,6,3,0
9,1678,Food,clay,2,40,27,17,2,0
10,1678,Food,clay,2,40,37,5,3,0
11,1678,Food,clay,2,40,40,2,3,0
12,1678,Food,clay,2,50,34,10,1,0
13,1678,Food,clay,2,80,39,17,3,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1786,Food,clay,2,10,30,25,2,0
2,1785,Food,clay,2,10,31,20,3,0
3,1785,Food,clay,2,10,,7,2,0
4,1786,Food,clay,2,10,,22,2,0
5,1785,Food,clay,2,10,47,3,3,0
6,1786,Food,clay,2,15,14,32,2,0
7,1786,Food,clay,2,15,28,22,3,0
8,1785,Food,clay,2,15,32,13,2,0
9,1785,Food,clay,2,20,26,20,2,0
10,1785,Food,clay,2,20,,10,3,0
11,1785,Food,clay,2,20,36,16,1,0
12,1785,Food,clay,2,20,37,12,3,0
13,1785,Food,clay,2,20,43,4,1,0
14,1786,Food,clay,2,20,44,3,1,0
15,1785,Food,clay,2,20,45,4,1,0
16,1785,Food,clay,2,30,18,25,3,0
17,1785,Food,clay,2,30,26,15,1,0
18,1785,Food,clay,2,30,29,20,3,0
19,1786,Food,clay,2,30,,4,1,0
20,1785,Food,clay,2,40,28,12,2,0
21,1785,Food,clay,2,40,40,6,3,0
22,1785,Food,clay,2,40,40,8,2,0
23,1785,Food,clay,2,40,46,1,1,0
24,1785,Food,clay,2,50,50,4,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1898,Food,clay,2,10,26,22,1,0
2,1898,Food,clay,2,15,32,14,2,0
3,1898,Food,clay,2,15,36,10,1,0
4,1898,Food,clay,2,20,10,26,1,0
5,1898,Food,clay,2,20,20,28,1,0
6,1898,Food,clay,2,20,25,28,2,0
7,1898,Food,clay,2,20,31,16,2,0
8,1898,Food,clay,2,20,32,16,2,0
9,1898,Food,clay,2,20,41,5,3,0
10,1898,Food,clay,2,20,43,10,2,0
11,1898,Food,clay,2,20,52,5,1,0
12,1898,Food,clay,2,30,20,26,1,0
13,1898,Food,clay,2,30,22,28,1,0
14,1898,Food,clay,2,30,33,13,2,0
15,1898,Food,clay,2,40,,6,2,0
16,1898,Food,clay,2,40,40,15,1,0
17,1898,Food,clay,2,40,48,6,2,0
18,1898,Food,clay,2,40,,4,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2015,Food,clay,2,5,20,25,1,0
2,2016,Food,clay,2,10,,30,1,0
3,2016,Food,clay,2,10,28,23,2,0
4,2015,Food,clay,2,10,39,9,1,0
5,2016,Food,clay,2,10,45,10,3,0
6,2016,Food,clay,2,20,17,17,3,0
7,2015,Food,clay,2,20,32,21,1,0
8,2015,Food,clay,2,20,33,20,1,0
9,2015,Food,clay,2,20,40,15,3,0
10,2015,Food,clay,2,20,41,12,2,0
11,2016,Food,clay,2,20,49,4,2,0
12,2016,Food,clay,2,25,19,30,3,0
13,2015,Food,clay,2,30,40,6,3,0
14,2016,Food,clay,2,30,40,10,2,0
15,2016,Food,clay,2,30,41,15,2,0
16,2015,Food,clay,2,30,,0,3,0
17,2016,Food,clay,2,30,45,2,2,0
18,2015,Food,clay,2,40,20,22,1,0
19,2015,Food,clay,2,40,36,11,1,0
20,2015,Food,clay,2,50,42,10,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2016,Food,clay,2,40,34,15,3,2
2,2138,Food,clay,2,40,36,20,1,0
3,2139,Food,clay,2,5,10,36,2,0
4,2138,Food,clay,2,5,23,28,1,0
5,2138,Food,clay,2,10,,26,2,0
6,2138,Food,clay,2,10,14,37,1,0
7,2139,Food,clay,2,10,31,15,2,0
8,2138,Food,clay,2,10,40,8,3,0
9,2138,Food,clay,2,10,42,8,2,0
10,2138,Food,clay,2,20,12,30,1,0
11,2138,Food,clay,2,20,15,33,1,0
12,2139,Food,clay,2,20,22,30,3,0
13,2138,Food,clay,2,20,31,19,2,0
14,2138,Food,clay,2,20,35,1,1,0
15,2138,Food,clay,2,20,42,13,2,0
16,2139,Food,clay,2,20,43,12,1,0
17,2139,Food,clay,2,30,32,19,2,0
18,2138,Food,clay,2,30,34,10,2,0
19,2139,Food,clay,2,30,38,14,1,0
20,2139,Food,clay,2,40,20,12,2,0
21,2139,Food,clay,2,60,50,4,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2267,Food,clay,2,15,40,7,1,0
2,2267,Food,clay,2,20,31,24,1,0
3,2267,Food,clay,2,50,24,29,3,0
4,2267,Food,clay,2,5,34,14,2,0
5,2267,Food,clay,2,10,11,34,1,0
6,2267,Food,clay,2,10,20,31,1,0
7,2267,Food,clay,2,15,30,19,1,0
8,2267,Food,clay,2,15,34,15,2,0
9,2267,Food,clay,2,15,54,0,2,0
10,2267,Food,clay,2,20,,15,2,0
11,2267,Food,clay,2,20,14,39,2,0
12,2267,Food,clay,2,20,15,34,3,0
13,2267,Food,clay,2,20,26,26,2,0
14,2267,Food,clay,2,20,33,14,3,0
15,2267,Food,clay,2,20,33,19,2,0
16,2267,Food,clay,2,20,34,9,2,0
17,2267,Food,clay,2,20,35,14,1,0
18,2267,Food,clay,2,20,,7,2,0
19,2267,Food,clay,2,20,44,5,2,0
20,2267,Food,clay,2,20,55,0,3,0
21,2267,Food,clay,2,25,19,28,1,0
22,2267,Food,clay,2,30,31,24,1,0
23,2267,Food,clay,2,30,,18,2,0
24,2267,Food,clay,2,30,40,9,3,0
25,2267,Food,clay,2,40,,30,1,0
26,2267,Food,clay,2,40,,9,1,0
27,2267,Food,clay,2,40,45,6,1,0
28,2267,Food,clay,2,60,28,26,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2401,Food,clay,2,5,5,33,1,0
2,2402,Food,clay,2,5,26,22,1,0
3,2402,Food,clay,2,10,8,30,1,0
4,2402,Food,clay,2,15,20,25,1,0
5,2401,Food,clay,2,20,,31,2,0
6,2401,Food,clay,2,20,24,25,1,0
7,2402,Food,clay,2,20,31,21,1,0
8,2401,Food,clay,2,20,38,7,1,0
9,2401,Food,clay,2,25,44,5,3,0
10,2401,Food,clay,2,30,52,2,3,0
11,2401,Food,clay,2,35,34,15,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2541,Food,clay,2,5,20,36,1,0
2,2541,Food,clay,2,10,33,14,2,0
3,2542,Food,clay,2,10,34,15,3,0
4,2542,Food,clay,2,15,34,21,2,0
5,2542,Food,clay,2,20,20,29,2,0
6,2541,Food,clay,2,20,35,24,2,0
7,2542,Food,clay,2,20,43,8,3,0
8,2542,Food,clay,2,20,45,16,1,0
9,2542,Food,clay,2,20,48,9,2,0
10,2542,Food,clay,2,20,55,4,2,0
11,2541,Food,clay,2,30,26,29,3,0
12,2542,Food,clay,2,30,36,21,2,0
13,2542,Food,clay,2,30,37,16,3,0
14,2542,Food,clay,2,30,47,6,3,0
15,2541,Food,clay,2,40,22,31,2,0
16,2541,Food,clay,2,40,34,19,2,0
17,2542,Food,clay,2,40,50,0,1,0
18,2541,Food,clay,2,50,51,4,3,0
,,,,,,,,,
,,,,,,,,,
1,2688,Food,clay,2,10,44,17,2,0
2,2688,Food,clay,2,15,36,10,3,0
3,2688,Food,clay,2,20,29,24,2,0
4,2688,Food,clay,2,20,39,25,1,0
5,2688,Food,clay,2,20,44,13,2,0
6,2688,Food,clay,2,30,38,17,1,0
7,2687,Food,clay,2,35,,33,1,0
8,2688,Food,clay,2,40,,31,3,0
9,2687,Food,clay,2,40,60,2,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2840,Food,clay,2,5,33,15,2,0
2,2840,Food,clay,2,20,25,11,2,0
3,2840,Food,clay,2,20,31,24,2,0
4,2840,Food,clay,2,20,32,21,2,0
5,2840,Food,clay,2,20,35,18,2,0
6,2840,Food,clay,2,40,27,30,1,0
7,2840,Food,clay,2,40,,0,2,0
8,2840,Food,clay,2,50,41,20,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2999,Food,clay,2,5,,24,2,0
2,2999,Food,clay,2,10,10,44,2,0
3,2999,Food,clay,2,20,14,26,1,0
4,2999,Food,clay,2,40,23,34,2,0
5,2999,Food,clay,2,60,48,14,1,0
6,3165,Food,clay,2,5,55,12,1,0
7,3164,Food,clay,2,15,21,37,1,0
8,3165,Food,clay,2,15,26,31,2,0
9,3164,Food,clay,2,15,37,20,3,0
10,3164,Food,clay,2,20,23,37,2,0
11,3164,Food,clay,2,20,30,33,2,0
12,3164,Food,clay,2,20,35,20,1,0
13,3164,Food,clay,2,20,52,5,2,0
14,3165,Food,clay,2,30,47,12,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3337,Food,clay,2,10,18,41,2,0
2,3337,Food,clay,2,10,37,25,1,0
3,3337,Food,clay,2,20,21,35,2,0
4,3337,Food,clay,2,20,,24,1,0
5,3337,Food,clay,2,40,49,8,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3516,Food,clay,2,5,20,22,2,0
2,3516,Food,clay,2,5,40,12,1,0
3,3516,Food,clay,2,20,,26,1,0
4,3515,Food,clay,2,60,54,11,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3516,Food,clay,2,20,50,13,2,2
2,3702,Food,clay,2,50,48,20,2,0
3,3702,Food,clay,2,10,10,47,1,0
4,3702,Food,clay,2,20,28,25,1,0
5,3702,Food,clay,2,20,34,23,3,0
6,3702,Food,clay,2,30,35,18,3,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3702,Food,clay,2,30,56,12,2,2
2,3702,Food,clay,2,30,52,10,2,2
